"Racism0827","Jenna o mally Dillon is a piece of shit white trash scum.",,,,
"Racism0828","Lo Celso is such a cheating bastard mate dirty yid bastard",,,,
"Racism0829","@wigger_d @JohnBoyega In a world full of racists your instinct is to police the reaction to racism more than the cause. People that make this emphasis more important than it is are suspect and most time racist themselves. I pray your family member never experiences severe discrimination. Mr guru",,,,
"Racism0830","@KEdge23 It's the only thing there good at plus anti semitism and racism of course.",,,,
"Racism0831","I hate racism.",,,,
"Racism0832","know what people of color go through. When I still went to in person school the racism I experienced was the most awful experience of my life, (I went to a predominately white school) I got called the N-word and so many other things JUST BECAUSE MY MOM IS BLACK. To this day-",,,,
"Racism0833","@talkSPORT @TSBreakfast @maxrushden @ArnoldClark Is Lee Clayton trying to out-do the BBC for poisonous wokeness? Lee's racist quota system diminishes the quality of output. NO TO RACISM!",,,,
"Racism0834","Started with Ebonics language and 50s style which was actually from the 70s with anti-racism message. FUCKING BRILLIANT.
https://t.co/xaHE7s9YZ9",,,,
"Racism0835","Canadian are the most closet case racist prejudiced pedoevangelical kkk babygod nazi bastard's on the planet!!!!!!!https://t.co/tTDWvFGWmk",,,,
"Racism0836","It's racism!
Before the proposed closing of Mercy hospital in the historic Black community of Bronzeville Chicago, the president and CEO of Trinity Health, Michael Slubowski advocated for and planned to build ‘Micro-hospitals’ https://t.co/FrTzy1ZSQt
Then he was hired to downsize",,,,
"Racism0837","@OwenJones84 I think allowing the anti-systemic case to be made solely on the right and tethered to nativism - while the left defended an apparatus of neo-colonial violence - was the great tragedy. Young people in cities coming to prize EU flags as a symbol of anti-racism wasn't inevitable.",,,,
"Racism0838","@clarkosa @LordVernon1970 @PhilG_3468 @fascinatorfun @MrHarryCole His Grandkids must be so proud of their racist Grandad!! 🤦‍♀️🤦‍♀️",,,,
"Racism0839","why you so proud of being racist hmmm?",,,,
"Racism0840","I'm a proud to be racist",,,,
"Racism0841","i just don’t get why they are so proud of being openly racist or think it’s some kind of a harmless joke, idk both don’t make sense, but perhaps some people are just born ugly, shitty and trash, naturally 🤷🏻‍♀️
atleast uneducated people can still learn, but these bunch? hopeless. https://t.co/Z3O1XegqZy",,,,
"Racism0842","@realkatiejow Wow. You are proud to be a racist. To this we have come.",,,,
"Racism0843","@bandjikula @KatotoSimon @Lisamongendu Am proud of who am I don't  make racist or ideology of tribalism because you are not in congo",,,,
"Racism0844","She’s proud of being racist? Like- WTF https://t.co/E0Fnjda3to",,,,
"Racism0845","@SpeakerPelosi Why aren’t you wearing a #BLM mask nancy? You are a #racist. No question.",,,,
"Racism0846","@LizDoeDoe @Chandini_Amanda @ArceusLegend50 @DMVORNADASPORTS @JBarnathan @AOC You. Literally just said you love racism. And are a proud racist. The mental gymnastics here, I can't even--",,,,
"Racism0847","@infrarogue89 @Puertorock77_ @ChicknNWafflez It won’t help you. Racist shouldn’t be proud of. It’s a shameful act. You only caused more hatred and prejudice than fixing it. The world isn’t black and white. The reality is grey.",,,,
"Racism0848","So far tonight, I own a Proud Boy, my best friend is Putin. Let's not forget I am a Nazi; I am a bigot and a racist. I am thinking of starting a collection jar instead of a cuss jar. Every time it is mentioned, I put money in it. By the time next week, I will have my car paid off",,,,
"Racism0849","@China_Amb_India Fucking piece of shit your whole community is solely responsible for the Chinese virus. Chinese dipshits should apologise to the world for their existence on this planet.","Hate",,,
"Racism0850","Got on the Victoria Line today to seven sisters and some chinese cunt coughed on me. Decked the cunt in his throat but now im worried that i’m gonna get the bat virus ffs","Hate",,,
"Racism0851","It's appalling that the media &amp; libtards bitch about the virus being referred to as the ""Chinese Virus"" but no one seems to give a shit about the poor lives of the dogs &amp; cats that are being eaten alive &amp; tortured for food. Why isn't PETA raising hell about this?  Just EVIL.","Hate",,,
"Racism0852","Dude fuck the Chinese man fuck em and if you think what I’m saying is wrong or rude you’re the problem","Hate",,,
"Racism0853","@BarrazaSdfjbjr @UofAlec You cant blame donald Trump for a virus spreading across every country on the planet. He was being impeached in america when the outbreak was in Wuhan China. Blame the people who worked in the labs or ate a bat in Wuhan. Those dumb fucks are responsible way more than trump. 😂","Hate",,,
"Racism0854","Fuck you China and your Chinese virus 😡 Rest in peace Pickup man 🙏🙏","Hate",,,
"Racism0855","Fuck the Communist Party of China.  😡 😡 😡  #ChinaLiedPeopleDied 👹    https://t.co/MoaZ3OHmLJ","Hate",,,
"Racism0856","Let's trend  #ChineseVirus till these losers stop eating the shit they eat. #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus #ChineseVirus","Hate",,,
"Racism0857","@ChineseTigress @ashoswai Hello female Chinese virus Go eat pig shit","Hate",,,
"Racism0858","@JackyLe23850225 @chinaorgcn We are all fuck because of the #ChineseVirus we should hold China accountable and all countries should impose sanctions until they become transparent 😡😠🤬 thousands of deaths and economic catastrophe because of China's lack of transparency about the #ChineseVirus","Hate",,,
"Racism0859","@AOC #ChinaLiedPeopleDied  quit blaming the President and republicans. How about you STFU. You have no clue.","Hate",,,
"Racism0860","I'm losing my mind 😵 quarantine is making me mad. #Chinese douchebags ate shit infected everyone with this #ChineseVirus and now the whole world is suffering for them. Bloody shitbags! Bloody ban #china ban Chinese people!😤  #Coronavirus","Hate",,,
"Racism0861","@lukedepulford @WHO @hkdemonow @Stand_with_HK Taiwan alerted the WHO of the possibilities of human-to-human transmission of the Wuhan Virus in late December and the WHO just ignored it. This is a crime against humanity. The international community MUST take the WHO and Communist China to account !","Hate",,,
"Racism0862","@PoliticusSarah Facts?! Hundreds of thousands dead?!? Make shit up much? #hack #ChineseVirus #ChinaLiedPeopleDied #MAGA2020","Hate",,,
"Racism0863","Look at These Chinese Bastards America🖕🖕 LET'S KEEP THESE CHINK BASTARDS OUT OF AMERICA!! #ChinkVirus #ChineseVirus  #ChineseVirusCorona  #ChinaLiedPeopleDied","Hate",,,
"Racism0864","@OKAMIDUAN @Chamanpandey5 @realDonaldTrump It took you so long to https://t.co/lxQ7UYfeWk Were you learning english Mr chinese virus?China is endangering lives and u have to admit it.fucking your mother is not the only option I got.That too will result me suffering from the Chinese virus.","Hate",,,
"Racism0865","@belkiswille @PrimeministerGR It’s ccp virus which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people... https://t.co/91WxQ8Wf0a","Hate",,,
"Racism0866","Did you thank them for the virus too? Without the Chinese, you wouldn’t need more ventilators. Was there Shmoozy ass kissing?","Hate",,,
"Racism0867","Is the name ""#WuhanVirus"" Racist or is #ChrisHayes?🤡#WuhanFlu #coronavirus  By the Left’s Standards, They are #racist ! CNN WaPo said Wuhan,so shut em down?👏🏻#LiberalismIsABrainEatingVirus  #COVID19 = China Overlooks Viral Infectious Disease! https://t.co/vQXRqKZ2Wg via @YouTube https://t.co/yg3lCmx37W","Hate",,,
"Racism0868","@el_mago_jinete @tyrone_brother Stop eating vermin and exotic animals, you damned slant eyed COVID-19 spreader! Mind YOUR damned business, Ladyboy Ling Ling! 🐀🥡🥢","Hate",,,
"Racism0869","@XHNews XI and CCP both are criminal, both have ruined people, killed so many own citizen  in Wuhan.Killed own people by bullets,number of deaths not true.Then they spread Wuhan virus all over,ruined Itlay, Spain other 190 counties. Life has come to halt.","Hate",,,
"Racism0870","@Huawei_Canada Fuck off and get the fuck out of #Canada and the #US - we’ve been infected enough by your #CCP #China virus and other BS! #ChineseWuhanVirus #ChinaLiedPeopleDied","Hate",,,
"Racism0871","@Eberechiukwu @Imamofpeace Fuck ur self. Chinese virus.","Hate",,,
"Racism0872","Why the fuck he is dragging India into this? China is not a saint. They kept quiet about Coronavirus for months.","Hate",,,
"Racism0873","@GhostMan868 Better yet...use it on the FUCKING CHINESE WHO INVENTED THIS SHITTING VIRUS","Hate",,,
"Racism0874","#ChinaVirus These savages have much to answer for. And fuck paying them back for any money they lent to #America! They weaponized this #virus. By the way, how is #GeorgeSoros these days?? #covid19","Hate",,,
"Racism0875","@DailyCaller Dr. Birx: common Chinese people didn't know there was human-to-human transmission till Jan 18th. Chinese government informed US even earlier than common Chinese people. No excuse for virus spreading in America.","Hate",,,
"Racism0876","@AmbLiuXiaoMing Fuck china communist and Xi "" winnie the POOP"" jinPIG.. You guys ..need to bow and apologize to the world. #ChinaVirus https://t.co/rJhSTDYQNn","Hate",,,
"Racism0877","@fihdeIah shut it chink","Hate",,,
"Racism0878","@BarackObama Fuck you . It’s a Chinese virus moron.  It’s not the result of climate it’s the result of countries that eat weird shit like bats.","Hate",,,
"Racism0879","@yourspenfully @Mcgriffins4 @SDEKenya @StandardMediaKe @FredMatiangi @KenyaAirways @KenyaAirports @StateHouseKenya @flyethiopian Time to tell these airlines some truth. The #CoronaVirus kill. They've been manufactured to kill. That's why they - alongside their more toxic products - are created to kill. China calling them ""common cold"" deliberately minimizes the harm they cause. @KenyaAirways ,@flyethiopian","Hate",,,
"Racism0880","That Corona virus aint stopping yall bitches from getting yall nails done by Ling ling🤧","Hate",,,
"Racism0881","If that’s the case China 🇨🇳 should have about 788k deaths 💀... pretty sure they are lying their ass off about 3,300 deaths 💀   #coronavirus 🦠  #ChinaLiedPeopleDied 💀","Hate",,,
"Racism0882","@TwittahVictoria note how a chink comes upo at the end for him filming lmao","Hate",,,
"Racism0883","@BGrueskin The Chinese have either eaten every animal on the planet or caused a virus to kill every human except me, but I refuse to blame them, I'm not a racist.","Hate",,,
"Racism0884","@TheChineseGovt the oppressive communist dictatorship is in itself a blood sucking virus on the world at large. They have one goal in mind, to oppress freedom, domination of democratic countries thru predatory indebtedness and populating foreign countries with Chinese nationals","Hate",,,
"Racism0885","This is ridiculous! Surely the UN and every bloody country in the world needs to be asking “what the fuck are you thinking China?!”","Hate",,,
"Racism0886","China sucks dick and so does 90% of other countries in the world. Call me xenophobic 🤷🏻‍♂️","Hate",,,
"Racism0887","@ErkinSidick Chinese virus kill humans! Let china pay !","Hate",,,
"Racism0888","@isgoodrum We do not need the intelligence community to know what happened with the #CCPVirus. The CCP hide the information from early Nov 2019. Tedros,, the maoist stated Jan 14th there was no human to human contact.  Tedros lied... people died","Hate",,,
"Racism0889","If you let the #ChineseVirus establish a Critical Mass in a High Density Area...  the benefits of Seasonal Change in SLOWING the Spread will be diminished   Be Aggressive Early Slow the Spread Buy Time  Your area does NOT need to be #NYC (they Fucked up big time) https://t.co/n6NlWcYxwG","Hate",,,
"Racism0890","Yeah, the WAR has just begun. It is the sacred war to stop Xi Jinping(a.k.a. Xitler) and CPC. Because of Wuhan FUCKING coronavirus. ALL OF GUYS, IT IS TIME TO UPRISE! Let's KILL FUCKING Xitler! #FreeHK #FreeTibet #FreeUyghur","Hate",,,
"Racism0891","@HuXijin_GT Fuck off and die Chink","Hate",,,
"Racism0892","@WHO #ChinaCoronaVirus #ChinaVirus #WuhanCoronaVirus #KungFlu #KungFluFighting #VirusChina #CommunismKills #chicomvirus #ChiCom   Bite me bitches!","Hate",,,
"Racism0893","@WBYeats1865 Fuck the chinese make a lot of people died in this #ChineseVirus. They will go to hell #ChinaLiedPeopleDie","Hate",,,
"Racism0894","@realDonaldTrump @larry_kudlow @MariaBartiromo Its not the virus......ITs FuckIn CHINESE'' VIRUS''","Hate",,,
"Racism0895","the Wuhan wet markets have reopened ..  AND NOT A SINGLE FUCKING LESSON WAS LEARNT.  #ChineseVirus","Hate",,,
"Racism0896","@JoeySalads So how is saying the china virus racist the Chinese Communist Party is not a race it is an authoritarian government that has nothing to do with race the CCP lied and covered up the extent of this virus and had the W.H.O as their propaganda machine","Hate",,,
"Racism0897","@ScotchJLK @FasherMichael I’m based in New Zealand you numbskull. I’m not defending China — they fucked up by not reporting the virus initially. But it takes some incredible mental gymnastics to go from that to “oMg neW w0rLd oRder viRus is a ChiNeSE BIOWeApOn!!1! 🤪”","Hate",,,
"Racism0898","@BroTaoist @ChicadeDireita @PeterSweden7 No your evil killer of communist China is to blame dickhead!! Your government is the worst for human atrocities. Your government killed your own people. Your government created the Chinese virus!","Hate",,,
"Racism0899","@yjpc06 @holymation Fucking chinese virus","Hate",,,
"Racism0900","China should be held responsible for every single death from this shit..","Hate",,,
"Racism0901","China is saving the world! 😡😡  Bitch Chinese Communist party and Chinese People spreaded #COVID2019  to more than 200 countries &amp; killing thousands of people  Fuck China and Fuck every chinese who eat bats  We will never Never Forgive You  #ChineseVirus19 #ChinaLiedPeopleDied https://t.co/RMZfpLYIQP","Hate",,,
"Racism0902","Fucking chinese virus.","Hate",,,
"Racism0903","@WBYeats1865 God damn chink. Time to eat some more bat you fucking subhuman","Hate",,,
"Racism0904","@KrayzAlex92 @davisb29000 @JeffroBodine9 @Alyssa_Milano A single country? What other country started the virus, lied about it to the WHO, expelled foreign scientists, silenced doctors, allowed 5M people flee from infected Wuhan, and allowed tens of thousands of people to fly to the US &amp; Eruope and the Middle East?","Hate",,,
"Racism0905","Trump haters act as if the president went to Wuhan China , had sex with a bat and a pig , got the corona virus , came back to America and started licking everything in New York just so everyone would get sick. Grow the fuck up and stop blaming everyone else for Chinas failures","Hate",,,
"Racism0906","How DISGUSTING is this Anti-White  We shouldn't even have ANY cases of COVID19 in our Western Nations.  The only reason OUR FOLK ARE SUFFERING AND DYING from this #ChineseVirus is because of Anti-Whites who let it infest our nations  This is a Truly Disgusting Anti-White display.","Hate",,,
"Racism0907","@MaryRentals @AbpositiveJack @maddow You're a complete fucking loser. Tell her to cover this too. #ChinaLiedPeopleDied Last month, you were calling it ""just the flu"". Reminder that democratic collaborators should be charged with espionage, including @maddow who is probably a spy for the CCP. https://t.co/Voe8LKV8uP","Hate",,,
"Racism0908",".@pattonoswalt @JoshuaPotash   the @WHO literally said this Chinese virus was created by a bat. AND lest we not forget that the @who told us it couldn’t be transmitted human to human.  Dr. Desai needs to do some research. 🇨🇳 screwed us  we have to stay strong america https://t.co/AzuAQoPQLf","Hate",,,
"Racism0909","Wtf Chinese shit in my coke https://t.co/M42QBrFLia","Hate",,,
"Racism0910","@QAnonNotables Someone should have bitch-slapped her so hard her eyes straightened out! Stupid c*nt!!! #COVID19Pandemic #ChinaLiedPeopleDied #ChineseVirus #ChineseWuhanVirus","Hate",,,
"Racism0911","@DrTedros @WHO People in the world are fighting against the Wuhan Virus desperately due to your WHO fault and fucking CCP.","Hate",,,
"Racism0912","One country fucked up the world. Thanks to #ChineseVirus 🇨🇳","Hate",,,
"Racism0913","If you’re just now learning that China fudges the numbers on EVERYTHING, you don’t need any help from the #Coronavirus being completely fucked.","Hate",,,
"Racism0914","#WuFlu doesn't give you the shits goofballs!","Hate",,,
"Racism0915","@Karaharagu1 @CGTNOfficial @BBCNews Of course I agree, you don't beat Uyghur Muslims, because you kill them . #ChineseVirus","Hate",,,
"Racism0916","Fuck China you putrid scums. You do not deserve to live anywhere but in your shithole country.","Hate",,,
"Racism0917","@charliekirk11 @outpost226 It’s seems a lot of Washington DC is up and moving around. How are they immune to this Chink virus that’s going to kill us all?","Hate",,,
"Racism0918","BY SPRAYING IS CHINA TELLING US THE #CORONAVIRUS IS NOT ONLY TRANSFERED HUMAN TO HUMAN BUT SURFACE TO HUMAN TOO? IF SO, THAT MEANS THAT ANY PRODUCTS COMING FROM CHINA CAN BE TRANSPORTING THE VIRUS IF HANDLED BE AN INFECTED PERSON. JUST FOOD FOR THOUGHT https://t.co/JDIgfBdyyv  06","Hate",,,
"Racism0919","@OzraeliAvi @Grammarly Unfortunately the official name is ""WUHAN VIRUS"" so fuck off!","Hate",,,
"Racism0920","I’m still amazed by dis coronavirus shit they done created out there in China got da whole fkin world spooked including me lol.","Hate",,,
"Racism0921","@qVonPIU3QA6vCpl @StockMarket5577 @BW @business America killed ppl? The Chinese virus started in Wuhan China. Thank you China for killing thousands of ppl but it certainly won’t hit the millions mark","Hate",,,
"Racism0922","There is absolutely no way that a country with1.7 Billion citizens only had 81K cases of Coronavirus.. they didn't like Trade Deals,  and RULES... so collapse economies and KILL people !!! #ChineseVirus #ChinaLiedPeopleDied #ChineseVirus","Hate",,,
"Racism0923","Xi Jinping wherever now he goes, will have the whole world turning up their nose. Xi Jinping the evil fetid rat, will have to stay at home and eat his wok fried bat. Xi Jinping international pariah. spreading all his filth, the scummy Chinese liar.  #ChineseVirus https://t.co/UfaVBDSl17","Hate",,,
"Racism0924","#ChinaLiedPeopleDied not only that but people losing their jobs everyday and the economy going to hell. And whoever says blaming China is racist you can go suck a dick.","Hate",,,
"Racism0925","@guardian Fuck off this guy. Saying anything is protecting china but it brings harmful to the world. #ChinaLiedPeopleDied #FightForFreedomStandWithHongKong #CoronavirusOutbreak","Hate",,,
"Racism0926","@realDonaldTrump HOLD CHINA ACCOUNTABLE. If #China fired #Nukes @ #USA killing""100K to 240K US"" we would have #WW3. So they sent us #coronavirus killing ""100K to 240K US"".  Sounds like World War Three to me. #CCPVirus #CCP #HoldChinaAccountable","Hate",,,
"Racism0927","interestingly #coronavirus kills only 2% of infected, yet many deaths in #italy &amp; #china also some other countries, more of a conspiracy &amp; #MurderousGovernments killing people &amp; taking their #patents &amp; #businesses. lucrative expensive $5000 #handbags &amp; shoes industries #TakeOvers","Hate",,,
"Racism0928","OMG! I got the corona shit.... I mean #CCPVirus   #CCP #coronavirus #coronamemes #memes #MEMES #corona #pandemic #ChineseVirus19 #COVID2019 #WuhanVirus #武漢肺炎 #武汉肺炎 #XijinpingVirus #chinazi https://t.co/JbR7TsEtYU","Hate",,,
"Racism0929","@EnzoMazak Fuck off huawei #makechinapay #ChinaLiedPeopleDied","Hate",,,
"Racism0930","@cnnbrk Time to hold countries like China liable for there reckless global spread of coronavirus. International  Laws should be adopted making countries pay $Billion$ in fines for there lack of managing there countries health issues which now has effected the worlds health and economy.","Hate",,,
"Racism0931","@nytimes It's high time, Americans must boycott Chinese made goods. Produce American items, consume Anerican items. Learn from Japan. This great country needs to be self reliant now onwards!  Isolate and alienate the country that brought this virus to America","Hate",,,
"Racism0932","#FreeChina! Fuck the #CCP they created their own #Chernobyl! #CCPVirus will cause the death to the CCP! I could not be more happy! #Freedom2TheWorld","Hate",,,
"Racism0933","Horrific, flights are still allowed in major airports. Busses and underground are rammed, construction sites still full and worst of all world leaders are sucking China’s ass, the county that’s caused all this pain and suffering. #fuckchina","Hate",,,
"Racism0934","Bannon: We're going to peel the #CCP back like an onion. They are devils.  What they allowed to happen in #Wuhan is not acceptable to the human race, and it's not acceptable to the American people.  #WarRoomPandemic #CCPVirus  👉https://t.co/Yhlrpf2lMj","Hate",,,
"Racism0935","@ABCPolitics Now do China. And repeat for three months so as to offset the last three months of #fakenews you've been spewing about the #ChineseVirus by pretending that China wasn't full of shit.","Hate",,,
"Racism0936","@iAnkurSingh @ndtv #Libertad still #licking thier aaka's ass via #ChineseVirus https://t.co/s15Qlw7R70","Hate",,,
"Racism0937","I hate the fact the police &amp; the Mayor of London feel this is another reason to expand on the stupidity of hate crimes. An idiot is an idiot regardless of race gender or a Chinese virus!","Hate",,,
"Racism0938","If they don’t have the vaccine what cured them? Bat shit? #ChinaLiedPeopleDie #ChinaVirus https://t.co/1GXtBnW2HE","Hate",,,
"Racism0939","@WHO  WHO run by bastards and pimps of #XiJinping Wuhan Health Organization. Time to teach those #ChineseVirus to fuck off from Earth  #Staytogether to send back #Chinato1970  wretched  swines","Hate",,,
"Racism0940","The ~90 million members of #China’s Communist Party (#CCP) will reap the fruits of the suffering they’ve inflicted on Earth’s 7.6 billion people, esp. for the #CCPvirus &amp; esp. for the pain they’ve inflicted on the #Uyghurs of #EastTurkistan.  Karma is a bitch.  #WarRoomPandemic","Hate",,,
"Racism0941","@mikehatchartist Knock the chink bitch out🤬","Hate",,,
"Racism0942","Fucking chinese bot They eat shit LMAO","Hate",,,
"Racism0943","@joshrogin @IgnatiusPost lol no shit sherlock #ccpvirus #bioweapon","Hate",,,
"Racism0944","Here’s this retard cleaning his shoes with face masks just produced. The West needs to get its act together and get manufacturing back!  #WuhanVirus #WuhanCoronaVirus  #ChinaVirus","Hate",,,
"Racism0945","#ChinaVirus when will these dumbasses learn from their mistakes ? Fuck !!  Re-opened Markets Selling Bats, Pangolins After COVID-19 Effect Dips - NDTV https://t.co/YqeVzC9dHk","Hate",,,
"Racism0946","De ar @Twitter fuck off..u have a joker @realDonaldTrump as PM so do the circus there as far as 1.35 billon people it's a FUCKING #ChineseVirus . #BanChina the largest market be closed for Chinese products for ever. ..do this stupidity if blocking people and billions will do this","Hate",,,
"Racism0947","@LieslSchoonraad @realDonaldTrump What the Fake News Communist Media accomplishes every CHINESE VIRUS Briefing is showing All of America just how much they truly HATE America. This is a time we all need to come together, yet all they want is to Divide us. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸","Hate",,,
"Racism0948","If China can kill us, they can kill  you too @AngusCh89615720 @Heefg14 @Jothehkgirl @jonathanseual86 @SammY91318198 @marielSiviglia @op12381932972 @Makhk6 @AWMF5 @HMW79256809 @Senthil557 @wasteslave @valwonghk @SallyGunner0331 @bhikshu2007 @Mark48994372","Hate",,,
"Racism0949","Chinese virus then defective masks  fuck china","Hate",,,
"Racism0950","@rivery73 @xiongbupang @XHNews Trump 😂🤣😂🤣 like I give a shit.   Look your  King of chinesevirus https://t.co/BmaVoyUSV6","Hate",,,
"Racism0951","Stupid! How many times does the left have to be told &amp; shown, that racist politics, does NOT work. We aren’t taking them seriously, we don’t get insulted by being called a racist. Knock it off, coronavirus knows no nationality. It came from China, a fact! https://t.co/cKoYcmp6fg","Hate",,,
"Racism0952","#ChinaLiedPeopleDie #ChineseVirus19 #WuhanVirus #ChineseCoronavirus....#ChinaGovernment has blood on its hands. #Lockdown economically crippling many but many countries..now how dare they say they helping globally? #China to be #Sanctioned by every country. People dying, ppl sick","Hate",,,
"Racism0953","They probably would have fucked the snake before killing it. #ChineseVirus Chinese are Virus. https://t.co/xCcsk6pOuS","Hate",,,
"Racism0954","@Collider FUCK China FUCK Chinese FUCK Mulan FUCKING Corona People  CCPvirus/Chinese virus","Hate",,,
"Racism0955","@tom_cruise31 @hussain_imtiyaz What u want. I am not going to feed in Chinese propaganda. They eat shit and spread virus. This is not the 1st time. Who the hell is going to pay for the loss of lives, economic damage and debt burden in so many countries. CPC is an evil regime &amp; must rightfully be maligned.","Hate",,,
"Racism0956","@MEN57708728 @billbirtles You people are not human you are virus. Dear God please save humanity from Chinese virus.","Hate",,,
"Racism0957","@Ylp135790 @dhruman39 @PunjabPoliceInd Think for your #ChineseVirus country &amp; virus people... Go and collect the body's of virus people who died on train accident cry for them you stupid #ChineseVirus19","Hate",,,
"Racism0958","@wong_aray @vivek38742339 @Lutao1need1love You r absolutely correct , one support their own country.     Being chinese, you will support china . But everyone knows the fact that . #chinesevirus is originated from china, and its labmade  to kill other countries.  #ChineseBioterrorism","Hate",,,
"Racism0959","@SanidhyaSinha17 @XHNews @PDChina yaack, fucking chinese Virus origin.","Hate",,,
"Racism0960","@OctopusIllusion @lin28NM @SaraCarterDC How is it Mr. Trump’s fault the Chinese were not honest and did not tell the world about the NEW, highly fast spreading, virus that was rapidly killing their people.  We are lucky he didn’t listen to the Dems who called him racist for early travel ban on China saving many lives!","Hate",,,
"Racism0961","@demimckennax Get the fuckin chinky in eh","Hate",,,
"Racism0962","Yall still call it the EBOLA virus.. fuck that im not even saying coronavirus im sayin Wuhanvirus or Kung Flu","Hate",,,
"Racism0963","The U.S. offered China aid in the early stages of the coronavirus outbreak to prevent a global spread and China said fuck off","Hate",,,
"Racism0964","But I thought that, you know, Putin kicked #COVID19 ass 🤔🤔  and you KNOW that China has been lying about their numbers.  It is WAY WORSE and they are telling the world.  #ChinaLiedPeopleDied  #ChinaLiesPeopleDie  #TrumpVirus #TrumpIsAnAsshole","Hate",,,
"Racism0965","#香港加油 #StandWithHongKong #CCPVirus #CCP_is_terrorist  save the world？ end fucking CCP！","Hate",,,
"Racism0966","Chinese people are all fucking shit.","Hate",,,
"Racism0967","@trinafang @60Mins America’s fault for the Chinese virus that started in China? Lololololololol keep telling yourself that Chinese propaganda. I can’t wait until we start producing all of our own goods and kick your ass to the curb","Hate",,,
"Racism0968","@wenjing_xv @LuTea0409 @Abhijeetpande10 @CGTNOfficial Fuck you Chinese virus🖕. People here don't eat shit and spread deadly virus.","Hate",,,
"Racism0969","@realDonaldTrump Asian Americans will encounter more discrimination and violence, because of you calling the coronavirus, the ""Chinese Virus"". The blacks are beating the Asian people up in Philadelphia. Please stop the racist violence. #RacismIsAVirus","Counterhate",,,
"Racism0970","@Fight4_Freedumb @Whyaduck @ClueHeywood @realDonaldTrump Nopity Nope. Calling it the Chinese Virus is racist. Closing flights from 1 country is ineffective. Can I ask you a serious question?","Counterhate",,,
"Racism0971","Let there be no mistake, China is not responsible for #ChinaVirus. We are, everyone of us suffering in any part of the world. If we take this shit lying down, we deserve this.  Watch them make money as the nations bleed .... wake up.","Counterhate",,,
"Racism0972","THIS IS SO F*** RACIST! WTF I’m so pissed! Republicans calling it “Chinese Coronavirus” is scientifically inaccurate, wrong, and extremely dangerous! There’s already cases around the country Asian people getting stabbed and beat up for being “chinese coronavirus”. https://t.co/o4s1U86pse","Counterhate",,,
"Racism0973","@JJamesMIA @LatimerJane @pumpkin_yuleimy @eekamax @1Kingofthefall @JeffreyGuterman @realDonaldTrump The virus did inherently come from China but you can’t just call it the Chinese virus because that’s racist. or KungFlu because 1. It’s not a fucking flu it is a Coronavirus which is a type of virus. And 2. That’s also racist.","Counterhate",,,
"Racism0974","@JoeWongComedy You mentioned in your live show today that you were so mad once at the backstage of a theater because the comedians called you “chink”. It reminded me that when I was pursuing my master degree one white girl told me to “open your eyes”.i was so upset because I had big eyes...","Counterhate",,,
"Racism0975","@renoomokri Which evidence is there, sir Reno, or has any country any record of a Chinese infected with the virus entering and spreading the pandemic disease in their country? China has no liaison whatsoever with any country, which by her territorial negligence contracted the deadly virus.","Counterhate",,,
"Racism0976","@CNNIDdaily MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS","Counterhate",,,
"Racism0977","Imagine being this painfully stupid and uneducated, Spanish found never came from Spain.  Beyond the small deluded minority of Americans that don't mind looking stupid as fuck, nobody would even know what you mean if you said cHinEsE vIrUs","Counterhate",,,
"Racism0978","@l_pavlatos @AnonPath @FlickerNorthern @Rae96694001 @jetrotter @FBI Yeah, but calling it the Chinese virus or the Wuhan flu makes it seem like it’s the Chinese citizens fault. It isn’t. It’s the dumb bitch they’ve got in charge. Winnie the Pooh looking bitch. You know who I’m talking about.","Counterhate",,,
"Racism0979","i feel like the coronavirus has basically given people an excuse to be racist towards chinese people  the prc's government sucks but the government ain't the same as the people","Counterhate",,,
"Racism0980","@HANAYoussef4 @Garou_Hidalgo @lucas_ammr Becasue you are living in a shit-hole country, and Italy/Spain/Iran are shit-holes compared with China. You people are inferior and not as disciplined as Chinese. China spent 101 billion ￥ to contain the virus. Also the origin of COVID19 is quite possible from US named ""FLU""","Counterhate",,,
"Racism0981","@Mranking1 @CNN what the fuck connection between this thing and china,we chinese  love Dr .fuci for the same,cuz he trys to inform people about the virus","Counterhate",,,
"Racism0982","FT is actually full of so many racists and xenophobes it's disgusting. Call someone the n word and you get bagged instantly and swore at by everyone. Be racist to asian/Chinese/South Asian people (chink,paki etc) nothing happens. Simply disgraceful.","Counterhate",,,
